2026-04-01T02:08:38.453Z
Mercury,Venus,Earth,Moon,Mars,Jupiter,Io,Ganymede,Europa,Callisto,Saturn,Uranus,Neptune,Pluto
4,95,323,692,722,1413,5760,5805,5980,6068,6472,17263,48035,108391
90
0.01618,-0.00701,0.99615
0.03202,-0.01387,0.99597
0.04785,-0.02074,0.99549
0.06367,-0.02759,0.99472
0.07946,-0.03444,0.99365
0.09523,-0.04128,0.99228
0.11097,-0.04810,0.99061
0.12668,-0.05491,0.98865
0.14235,-0.06170,0.98640
0.15797,-0.06847,0.98386
0.17355,-0.07523,0.98103
0.18908,-0.08196,0.97790
0.20455,-0.08866,0.97449
0.21996,-0.09534,0.97080
0.23530,-0.10199,0.96681
0.25058,-0.10862,0.96254
0.26578,-0.11521,0.95799
0.28091,-0.12176,0.95315
0.29596,-0.12829,0.94804
0.31092,-0.13477,0.94264
0.32579,-0.14122,0.93697
0.34056,-0.14762,0.93102
0.35524,-0.15398,0.92479
0.36981,-0.16030,0.91830
0.38428,-0.16657,0.91153
0.39863,-0.17279,0.90449
0.41286,-0.17896,0.89719
